r/mm,z/mm
0, -0.135757775586343
0.0187124334081483,-0.13565418262894
0.0231796126280938,-0.135563049471393
0.0529607482327232,-0.134754519541573
0.0731665522614948,-0.133945989611753
0.106265022785814,-0.132123946765073
0.131582759260796,-0.130301903918394
0.152856037686304,-0.128479861071714
0.171547494678215,-0.126657818225034
0.188407724869649,-0.124835775378355
0.20388209215398,-0.123013732531675
0.218260336803063,-0.121191689684995
0.23174341534493,-0.119369646838316
0.244477446097708,-0.117547603991636
0.256572604995892,-0.115725561144956
0.268114398152507,-0.113903518298276
0.27917076181275,-0.112081475451597
0.289796734335146,-0.110259432604917
0.300037643483735,-0.108437389758237
0.309931347720323,-0.106615346911558
0.319509853464303,-0.104793304064878
0.328800508318235,-0.102971261218198
0.337826898670749,-0.101149218371519
0.346609536526435,-0.0993271755248389
0.355166393057094,-0.0975051326781593
0.363513318709127,-0.0956830898314796
0.37166437801881,-0.0938610469847999
0.379632119387199,-0.0920390041381202
0.387427794618635,-0.0902169612914405
0.395061539202765,-0.0883949184447608
0.402542521592186,-0.0865728755980811
0.409879067753171,-0.0847508327514014
0.417078765818164,-0.0829287899047218
0.424148554592491,-0.0811067470580421
0.43109479885917,-0.0792847042113624
0.437923353811648,-0.0774626613646827
0.444639620473491,-0.075640618518003
0.451248593599689,-0.0738185756713233
0.457754903269857,-0.0719965328246436
0.464162851159926,-0.070174489977964
0.470476442301567,-0.0683524471312843
0.476699412997069,-0.0665304042846046
0.482835255443685,-0.0647083614379249
0.48888723952948,-0.0628863185912452
0.494858432187987,-0.0610642757445655
0.500751714637778,-0.0592422328978858
0.506569797782826,-0.0574201900512061
0.512315236007965,-0.0555981472045264
0.517990439569289,-0.0537761043578468
0.523597685750559,-0.0519540615111671
0.529139128932611,-0.0501320186644874
0.534616809702504,-0.0483099758178077
0.540032663112029,-0.046487932971128
0.545388526180722,-0.0446658901244483
0.550686144726202,-0.0428438472777686
0.555927179594116,-0.0410218044310889
0.561113212350975,-0.0391997615844093
0.566245750495444,-0.0373777187377296
0.571326232236958,-0.0355556758910499
0.576356030884788,-0.0337336330443702
0.581336458885707,-0.0319115901976905
0.586268771544028,-0.0300895473510108
0.59115417045407,-0.0282675045043311
0.595993806671746,-0.0264454616576514
0.600788783649128,-0.0246234188109717
0.605540159953296,-0.0228013759642921
